ID,Borough,Name,Overall_Pop,Race_White,Race_Black,Race_Asian,Race_Latino,Race_Other,Age0to17,Age18to24,Age25to44,Age45to64,Age65plus,Ltd_Eng_Prof,lower_95CL,upper_95CL,NYC_Comparison,Born_Outside_US,lower_95CL,upper_95CL,NYC_Comparison,School_Absent,NYC_comparison,On_Time_HS_Grad,NYC_Comparison,Edu_Did_Not_Complete_HS,lower_95CL,upper_95CL,NYC_Comparison,Edu_HSGrad_Some_College,lower_95CL,upper_95CL,NYC_Comparison,Edu_College_Degree_And_Higher,lower_95CL,upper_95CL,NYC_Comparison,Poverty,Unemployment,lower_95CL,upper_95CL,NYC_Comparison,Rent_Burden,lower_95CL,upper_95CL,NYC_Comparison,Avertable_Death,Assault_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Jail_Incarceration,Helpful_Neighbor,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Homes_No_Defects,Homes_No_Defects_reliability_note,Homes_Roach,Homes_Roach_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,Homes_AC,Homes_AC_reliability_note ,lower_95CL,upper_95CL,NYC_Comparison,Air_Pollution,Bike_Coverage,NYC_comparison,Pedestrian_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Ratio_Bodega_Supermarket,Farmers_Markets,Late_No_Prenatal,NYC_Comparison,Preterm_Births,NYC_Comparison,Teen_Births,Teen_Births_reliability_note,NYC_Comparison,Child_Obesity,lower_95CL,upper_95CL,NYC_Comparison,Child_Asthma,Avoidable_Child_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Self_Rep_Health,Self_Rep_Health_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Physical_Activity,Physical_Activity_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Sugary_Drink,Sugary_Drink_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Fruit_Veg,Fruit_Veg_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Smoking,Smoking_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Uninsured,Uninsured_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Unmet_Med_Care,Unmet_Med_Care_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Avoidable_Adult_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Falls_Hosp,lower_95CL,upper_95CL,NYC_Comparison,HPV_Vaccination_All,HPV_Vaccincation_note,Flu_Vaccination,Flu_Vaccination_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Obesity,Obesity_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Diabetes,Diabetes_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Hypertension,Hypertension_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,HIV_Diagnoses,HIV_Diagnoses_reliability_note,HepC_Reports,Binge_Drink,Binge_Drink_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Psych_Hosp,lower_95CL,upper_95CL,NYC_comparison,Infant_Mort,Infant_Mort_reliability_note,lower_95CL,upper_95CL,NYC_comparison,Premature_Mort_Number,Premature_Mort_Rate,NYC_Comparison,Life_Expectancy,lower_95CL,upper_95CL,NYC_Comparison
306,Brooklyn,Park Slope and Carroll Gardens,111414,63,9,6,17,4,18,4,45,20,11,5,4.8,6.1,Lower,16,15.5,17.4,Lower,12,Lower,82,Similar,7,6.3,7.8,Lower,16,14.5,16.8,Lower,77,75.9,78.7,Higher,10,5,4,5,Lower,35,33,38,Lower,24,30,23.6,37.2,Lower,129,82,75.1,87.3,Similar,0.114,51,,21,,15.3,27.1,Similar,92,,88.3,96.4,Similar,6.7,36,Higher,18,13.1,23.6,Similar,7,3,2,Lower,6.9,Lower,9.5,,Lower,9,6,12.2,Lower,156,220,130.6,348.2,Lower,89.6,,84.3,93.2,Higher,<0.001,84,,77.7,88.9,Higher,<0.001,12,,7.5,19,Lower,<0.001,94,,89.3,96.5,Higher,0.015,10,,6.3,15.3,Similar,0.539,5,*,2.3,10.6,Lower,<0.001,9,,5,15.9,Similar,0.189,1230,886.9,1572.5,Similar,1830,1677.5,1981.6,Higher,93,,56,,48,64.4,Similar,0.096,17,,11.5,23.5,Lower,0.008,5,,2.8,7.6,Lower,<0.001,25,,19.4,32.4,Similar,0.721,7.4,,31.4,20,,12.8,29.6,Similar,0.649,752,700.1,803.5,Higher,7.1,,4.9,9.8,Higher,1558,212.8,Higher,81.7,81.4,82,Similar
307,Brooklyn,Sunset Park,131654,23,3,31,41,2,22,8,38,21,11,48,46.2,49.2,Higher,45,44.2,46.5,Lower,10,Lower,81,Similar,38,36.3,39.2,Higher,29,27.2,30,Lower,34,32.9,34.6,Lower,23,5,5,6,Lower,52,50,55,Same,18,37,31.2,43.1,Lower,134,71,64.5,77.4,Similar,0.083,56,*,33,,24.6,41.7,Similar,93,*,88.3,97.7,Similar,6.5,18,Higher,23,18.1,28.5,Similar,19,3,2.1,Lower,7.3,Lower,18,,Higher,19,15.9,21.4,Similar,98,390,281.1,527.2,Lower,71.8,,65.1,77.7,Lower,0.034,67,,59.8,74.1,Similar,0.088,15,,10.1,22.5,Lower,0.028,91,,85,94.4,Similar,0.593,10,,6.1,14.7,Similar,0.42,14,,10.2,18.9,Similar,0.556,7,,4.4,11.1,Lower,0.001,980,727,1233.8,Similar,1748,1605.7,1890.5,Similar,99,**,51,,44.5,58.2,Similar,0.569,19,,13.5,26.2,Similar,0.076,10,,6.4,14.7,Similar,0.231,25,,20.8,30.6,Similar,0.644,6.3,,26.9,22,,16.7,27.4,Similar,0.192,345,312.7,378,Lower,1.9,,1.2,3,Lower,1090,150.6,Lower,83.1,82.8,83.4,Higher
308,Brooklyn,Crown Heights and Prospect Heights,95452,19,63,4,12,4,19,8,37,22,14,7,5.6,7.5,Lower,27,25.9,28.1,Lower,29,Higher,79,Similar,15,14,16.7,Lower,36,34,37.2,Lower,49,47.5,50.7,Higher,21,6,5,7,Similar,48,46,51,Same,36,85,74.4,95.1,Higher,330,75,67.3,81.5,Similar,0.574,37,*,34,,26.1,41.9,Higher,87,,81.3,91.7,Similar,6.3,46,Higher,27,21.4,34,Similar,15,1,4.6,Lower,8.1,Lower,15.2,,Similar,20,18.2,22,Similar,305,856,645.2,1114.8,Higher,85.1,,77.7,90.4,Higher,0.044,76,,66.1,83.1,Similar,0.652,25,,17.3,34.6,Similar,0.531,88,,80.7,92.8,Similar,0.63,12,*,6.4,22.2,Similar,0.805,8,,4.6,14.2,Similar,0.061,19,,11.6,28.5,Similar,0.154,1758,1357.9,2157.3,Similar,1112,995.3,1229,Lower,66,,43,*,33.6,53.7,Similar,0.245,19,,13.3,26.4,Similar,0.083,7,,4.2,11.1,Lower,0.002,20,,14.3,27,Lower,0.039,36.3,,28.3,19,,13.5,26.6,Similar,0.721,568,520.3,615.7,Lower,1.9,,0.9,3.5,Lower,755,140.9,Lower,83,82.7,83.4,Higher
309,Brooklyn,South Crown Heights and Lefferts Gardens,97515,19,68,2,10,2,21,8,30,24,17,9,7.9,10,Lower,40,38.3,41.9,Lower,24,Higher,80,Similar,13,11.6,13.7,Lower,47,45.1,49.3,Higher,40,38.6,41.7,Lower,21,7,6,8,Similar,51,48,54,Same,30,73,63.1,82.2,Higher,263,82,75.3,87.6,Similar,0.096,44,,38,,29.7,45.7,Higher,88,,82.8,93,Similar,6.1,29,Higher,30,23.8,36.6,Higher,8,1,7.3,Higher,7.4,Lower,9,,Lower,21,19,24,Similar,198,675,494,900,Similar,80.9,,72.9,87,Similar,0.528,81,,74.2,85.9,Higher,0.017,24,,15.5,34.6,Similar,0.756,76,*,63.2,85.4,Lower,0.018,9,,5.1,15,Similar,0.329,13,*,6.4,23.2,Similar,0.978,15,*,8.3,26.6,Similar,0.548,1372,1077.6,1665.5,Similar,1076,972.2,1180.1,Lower,48,,45,*,34.3,56,Similar,0.426,30,,21.2,40.5,Similar,0.292,10,,6.5,14.4,Similar,0.207,33,,23.9,43.4,Similar,0.199,28.4,,30.3,22,,16.6,29.6,Similar,0.183,830,774.9,884.6,Higher,4.2,,2.8,6.1,Similar,1687,260.1,Higher,79.2,78.9,79.5,Lower
310,Brooklyn,Bay Ridge and Dyker Heights,144859,60,1,24,13,2,20,6,32,25,17,27,25.8,28.4,Higher,38,37.3,39.7,Lower,9,Lower,85,Similar,18,16.4,18.7,Same,33,32.2,34.6,Lower,49,47.6,50.5,Higher,17,5,4,6,Lower,47,44,49,Lower,17,23,18.6,28.2,Lower,67,81,75.5,86.3,Similar,0.108,66,,22,,14.8,28.5,Similar,94,,90.4,97.4,Similar,6.1,28,Higher,15,11.4,19,Lower,12,0,3.4,Lower,9.1,Similar,6.5,,Lower,16,14.7,17.2,Lower,39,140,74.8,240.2,Lower,80.1,,73.3,85.6,Similar,0.641,73,,65.9,79.7,Similar,0.951,15,,10.4,21.7,Lower,0.015,95,*,90.2,97.3,Higher,0.002,13,,8.4,19.9,Similar,0.536,12,,7.6,17.7,Similar,0.714,9,,5.8,13.4,Similar,0.059,734,522.9,944.9,Similar,1876,1765.3,1986,Higher,63,,46,,38.2,53.8,Similar,0.38,18,,12.9,24.2,Lower,0.016,11,,7.6,16.6,Similar,0.669,24,,19.1,30.2,Similar,0.408,10.8,,25.1,31,*,21.6,43.2,Higher,0.016,569,517.4,621,Lower,2.7,,1.2,5.2,Similar,884,190.8,Higher,81.8,81.4,82.2,Similar
311,Brooklyn,Bensonhurst,209834,47,1,39,12,2,20,7,29,26,18,48,46.5,48.8,Higher,55,54.3,56.4,Lower,13,Lower,87,Higher,25,24,26.3,Higher,37,35.3,37.7,Same,38,37.2,39.5,Lower,23,6,5,7,Similar,55,52,57,Higher,13,23,19.3,27,Lower,66,74,68.3,79.1,Similar,0.275,69,,17,,11.9,21.8,Lower,92,,88.2,95,Similar,5.8,6,Lower,20,16.8,24,Similar,18,1,4.5,Lower,7.6,Lower,9.9,,Lower,15,13.6,16,Lower,45,204,134.2,296.3,Lower,74.6,,68.5,79.9,Similar,0.156,69,,62.3,75.5,Similar,0.201,13,,8.7,17.6,Lower,<0.001,93,*,85.5,97.2,Similar,0.139,12,,8.1,16.6,Similar,0.837,10,,6.5,14.8,Similar,0.19,11,,6.9,16.9,Similar,0.518,693,491.1,895.5,Lower,1579,1495.2,1663.6,Similar,66,,48,,40.6,54.8,Similar,0.638,16,,11.8,22,Lower,0.001,11,,7.4,17.2,Similar,0.716,26,,19.9,32.3,Similar,0.763,5,,39.9,15,,9,22.7,Similar,0.31,1277,1214,1340.5,Higher,7.5,,5.7,9.7,Higher,2228,280.8,Higher,79.2,78.9,79.5,Lower
312,Brooklyn,Borough Park,204610,64,2,21,12,2,35,8,27,18,12,29,27.9,30.6,Higher,28,27,29.1,Lower,12,Lower,83,Similar,22,20.8,23.7,Higher,43,41.7,44.4,Higher,35,33.5,35.9,Lower,27,5,4,6,Lower,64,61,66,Higher,13,19,15.1,22.4,Lower,63,82,76.1,86,Similar,0.076,67,,26,,18.4,33.1,Similar,92,*,85.4,97.5,Similar,6,8,Lower,25,20.9,29.5,Similar,18,2,1.6,Lower,6.3,Lower,11.3,,Similar,18,16.7,20.2,Lower,29,118,79.1,169.7,Lower,78.1,,70.9,83.9,Similar,0.866,59,,51.5,66.9,Lower,<0.001,21,,14.7,28.5,Similar,0.678,96,*,91.6,97.8,Higher,<0.001,11,,6.9,18,Similar,0.99,14,,8.5,21.6,Similar,0.724,11,,6.5,17.7,Similar,0.544,836,573.7,1098.3,Similar,2014,1898.7,2129.6,Higher,35,,38,,31.6,45.7,Lower,0.002,24,,18.1,30.7,Similar,0.773,11,,7.4,15.5,Similar,0.463,22,,15.6,29,Similar,0.142,5.1,,18.8,31,,24.6,37.8,Higher,<0.001,519,462.4,575.7,Lower,2.1,,1,3.8,Lower,611,137,Lower,82.9,82.5,83.2,Higher
313,Brooklyn,Coney Island,109909,58,11,14,16,2,18,7,24,26,25,47,45.1,48.4,Higher,53,52.3,54.7,Lower,29,Higher,78,Similar,18,16.2,18.8,Same,35,32.7,36.4,Lower,48,46.2,49.7,Higher,24,8,6,9,Similar,58,55,61,Higher,35,51,42.5,59,Similar,221,69,60.2,76.6,Similar,0.056,60,,18,,13.1,22.6,Lower,87,,80.3,92.9,Similar,5.7,17,Higher,22,17.5,28.1,Similar,12,1,9.2,Higher,10.4,Higher,16,,Similar,19,16.4,21.1,Similar,165,423,273.8,624.6,Similar,65.5,,55.2,74.6,Lower,0.008,65,,54.9,73.5,Similar,0.062,20,,13.5,28.1,Similar,0.512,95,,92.5,97.3,Higher,<0.001,16,,9.7,25.7,Similar,0.223,11,,6.6,19.2,Similar,0.702,11,,6.9,17.2,Similar,0.558,1429,1104.8,1752.7,Similar,1800,1698.6,1901.2,Higher,55,,49,,40.4,58.5,Similar,0.997,28,,19.9,38.9,Similar,0.443,10,,6.8,14.7,Similar,0.262,32,,24.2,40,Similar,0.215,10.5,,30,22,,15.6,31.1,Similar,0.266,431,389.4,472.8,Lower,2.5,,1.4,4.1,Similar,719,127.7,Lower,84.1,83.7,84.5,Higher
314,Brooklyn,Flatbush and Midwood,165630,38,34,11,15,2,24,8,29,24,15,23,21.9,24.4,Same,41,40.1,42.7,Lower,20,Lower,79,Similar,15,14,16.1,Lower,39,37.8,40.9,Same,46,44.1,47.1,Same,19,6,5,6,Similar,54,51,56,Higher,28,42,36.3,47.7,Lower,173,80,74.4,84.7,Similar,0.253,55,,24,,17.8,30,Similar,91,,86.8,94.4,Similar,5.9,16,Higher,26,21.3,30.3,Similar,14,3,6.1,Lower,9.3,Similar,9.8,,Lower,22,19.8,23.4,Similar,121,447,338.7,579.4,Lower,75.2,,67.5,81.6,Similar,0.338,68,,58.6,76.3,Similar,0.222,18,,12,26.1,Similar,0.237,88,,81.1,93.2,Similar,0.739,4,,2.5,7.5,Lower,<0.001,14,,9.4,21.4,Similar,0.572,16,,10,23.4,Similar,0.378,1128,818,1438.8,Similar,1767,1658.6,1874.8,Higher,50,,52,,43,60.2,Similar,0.607,28,,20.7,35.8,Similar,0.456,13,,7.8,19.8,Similar,0.926,22,,16.4,29.1,Similar,0.166,15.6,,41.2,18,,11.9,26.1,Similar,0.985,1198,1117.1,1279.5,Higher,3.6,,1.9,6.1,Similar,970,227.4,Higher,80.9,80.5,81.3,Similar
315,Brooklyn,Sheepshead Bay,178777,70,3,18,8,2,22,7,26,26,19,36,35.2,37.6,Higher,49,47.8,50,Lower,19,Lower,86,Higher,14,13.3,15.2,Lower,38,37,39.8,Same,47,46,48.8,Higher,17,6,5,7,Similar,51,49,54,Same,21,22,17.4,25.6,Lower,74,74,67.1,80.4,Similar,0.413,63,,19,,13.4,23.9,Similar,95,*,92.3,98.4,Higher,5.7,12,Lower,20,15.9,23.3,Similar,14,1,6.1,Lower,8.3,Lower,7.8,,Lower,17,15.2,18.2,Lower,42,156,92.5,246.5,Lower,78.3,,70.9,84.2,Similar,0.899,69,,59.5,76.4,Similar,0.241,17,,10.7,24.6,Similar,0.104,95,,92.4,97.3,Higher,<0.001,15,,9.8,23.6,Similar,0.228,12,,7.2,18.4,Similar,0.733,13,,7.4,23.1,Similar,0.833,872,619.3,1125.7,Similar,2035,1939,2131.9,Higher,39,,41,,32.2,49.7,Similar,0.05,23,,16.7,31.5,Similar,0.684,11,,7.3,16.3,Similar,0.563,27,,20.6,34.6,Similar,0.885,5.9,,26.9,20,,11.9,30.4,Similar,0.745,1167,1085.6,1249,Higher,6.1,,4,8.9,Similar,923,205.4,Higher,82.3,81.9,82.7,Higher
316,Brooklyn,Brownsville,81386,1,75,1,21,2,26,9,28,23,15,9,7.9,9.9,Lower,29,27,30.1,Lower,43,Higher,74,Lower,23,21.8,24.7,Higher,54,51.4,55.7,Higher,23,21.8,24.6,Lower,29,12,11,14,Higher,60,57,63,Higher,55,175,159.1,191.6,Higher,787,73,64.6,80.3,Similar,0.328,36,,49,,42,56.9,Higher,82,,75,88.4,Lower,6.1,11,Lower,32,25.8,40,Higher,7,8,11.3,Higher,12.7,Higher,24.2,,Higher,25,23.9,26.7,Higher,451,1358,1091.9,1669,Higher,73.6,*,62,82.7,Similar,0.345,71,,61.9,78.9,Similar,0.568,31,,23.6,39.9,Higher,0.032,87,,80.1,91.9,Similar,0.433,15,,9.8,22.2,Similar,0.239,12,*,4.9,27.2,Similar,0.927,13,*,6.2,26.5,Similar,0.873,2654,2117,3191.9,Higher,948,831.3,1064.5,Lower,79,,46,*,34.9,56.7,Similar,0.502,41,,31.2,50.8,Higher,0.002,15,,10.7,21.2,Similar,0.271,40,,30.7,49.2,Higher,0.006,43.6,,24,17,,12.4,24,Similar,0.844,352,315.2,389,Lower,1.8,,0.8,3.4,Lower,828,125.9,Lower,84.2,83.9,84.5,Higher
317,Brooklyn,East Flatbush,150946,2,88,2,7,2,19,7,28,27,19,8,7.5,9.4,Lower,52,50.5,52.7,Lower,26,Higher,80,Similar,14,12.7,14.6,Lower,53,51.7,54.6,Higher,33,31.7,34.7,Lower,16,6,5,7,Similar,53,51,56,Higher,29,80,72,88.5,Higher,291,73,66.6,79.2,Similar,0.251,46,,38,,29.7,45.3,Higher,90,,85.5,94.1,Similar,6,11,Lower,26,21.4,30.7,Similar,9,2,12.2,Higher,13.7,Higher,15.8,,Similar,24,22.3,25.2,Higher,336,1308,1075.5,1539.5,Higher,82.4,,75.4,87.7,Similar,0.233,70,,61.1,77.3,Similar,0.35,29,,22.2,37.8,Similar,0.071,85,,76.7,90.4,Similar,0.168,9,,5.6,13.6,Similar,0.217,17,,10.5,25,Similar,0.289,8,*,4.1,14.3,Similar,0.057,1396,1114.3,1678.4,Similar,801,731.6,870.3,Lower,70,,40,,32.2,48.8,Lower,0.031,34,,27.1,42.5,Higher,0.014,18,,12.9,24.6,Similar,0.052,32,,24.6,39.8,Similar,0.185,36.5,,28.4,7,,4.6,11.5,Lower,<0.001,330,300.9,359.5,Lower,2.6,,1.6,4,Similar,1264,131.6,Lower,84.7,84.5,85,Higher
318,Brooklyn,Flatlands and Canarsie,190798,28,57,5,9,2,22,8,27,27,16,11,10.7,12.1,Lower,40,39.5,41.3,Lower,22,Similar,85,Similar,11,10.5,11.9,Lower,48,46.8,49,Higher,41,40,41.9,Lower,14,5,5,6,Lower,47,44,49,Lower,34,46,40,51.1,Lower,202,79,72.9,84.2,Similar,0.471,51,,25,,18.8,31.2,Similar,93,,89.3,95.7,Similar,5.7,7,Lower,20,16.2,23.4,Similar,8,0,8.8,Higher,11.7,Higher,8.2,,Lower,22,20.9,23.5,Similar,135,590,462.5,742,Similar,78.9,,71.2,84.9,Similar,0.948,70,,61.9,77.1,Similar,0.352,32,,24.5,40,Higher,0.016,83,,74.2,88.7,Similar,0.059,8,,4.3,13.4,Similar,0.103,6,*,3,10.3,Lower,<0.001,7,,4.5,11.7,Lower,0.004,1286,1010.5,1561.7,Similar,1470,1382.3,1558.1,Lower,54,,49,,41.7,57.3,Similar,0.974,41,,32.7,49.2,Higher,<0.001,17,,11.5,23.3,Similar,0.149,36,,29,43,Higher,0.01,12.4,,22.3,9,,5.3,14,Lower,<0.001,411,375.3,447.5,Lower,2.1,,1.4,2.9,Lower,864,114.7,Lower,84.9,84.6,85.2,Higher
401,Queens,Long Island City and Astoria,193735,42,10,17,30,2,16,8,38,23,15,22,21.5,23.3,Same,38,37.5,39.4,Lower,20,Lower,83,Similar,13,12.3,14,Lower,33,31.6,34.2,Lower,54,53,55,Higher,16,5,4,6,Lower,44,43,46,Lower,20,56,49.7,61.3,Similar,135,77,69.9,83.4,Similar,0.922,52,,13,,8.9,17.2,Lower,93,,89.8,95.7,Similar,6.5,18,Higher,14,11.2,17.6,Lower,8,3,6.5,Similar,9.4,Similar,10.1,,Lower,22,19.4,24.1,Similar,149,221,138.4,334.2,Lower,85,,79.2,89.4,Higher,0.014,72,,64.6,78.8,Similar,0.707,17,,12.2,24.4,Similar,0.121,89,,81.9,93.9,Similar,0.962,12,,7.9,18.8,Similar,0.701,10,,7.1,15,Similar,0.255,12,,8.3,18.3,Similar,0.966,1014,744.2,1283.5,Similar,1728,1629.8,1826.9,Higher,63,,42,,34.4,49.9,Similar,0.06,20,,15.4,26.7,Similar,0.129,14,,9,20,Similar,0.631,24,,18.4,30.4,Similar,0.381,16.3,,63.1,12,,6.4,20.4,Similar,0.07,578,522.6,633.9,Lower,4,,2.2,6.7,Similar,1041,210.4,Higher,80.7,80.4,81,Lower
402,Queens,Woodside and Sunnyside,153365,25,2,36,35,2,17,7,36,25,15,36,35.2,37.7,Higher,53,51.8,54.4,Lower,14,Lower,89,Higher,16,14.8,17.2,Lower,36,34.9,37.3,Lower,48,46.3,49.5,Higher,14,4,3,5,Lower,47,45,50,Same,^,19,14.6,23.3,Lower,49,84,77.8,88.8,Higher,0.012,49,*,28,,20.2,35.4,Similar,92,,87.5,96.3,Similar,7,16,Higher,10,7.5,14.3,Lower,6,1,6.4,Lower,7.2,Lower,6.1,,Lower,20,17.5,23.3,Similar,85,274,171.6,414.5,Lower,81.7,,72.4,88.5,Similar,0.451,78,,69.8,84.7,Similar,0.23,19,,12.6,26.9,Similar,0.33,90,,84.6,94,Similar,0.705,13,,8.1,20.3,Similar,0.578,15,,9.1,23.2,Similar,0.536,14,,8.5,21.7,Similar,0.693,523,364.2,681.6,Lower,1495,1381.3,1607.8,Similar,67,,49,,40.1,58,Similar,0.94,17,,11.6,24.4,Lower,0.018,10,,6.1,17.5,Similar,0.514,21,,16.5,26.8,Lower,0.043,12.1,,42.6,16,,11.2,23.5,Similar,0.61,593,548.2,637.4,Lower,3.2,,2,4.8,Similar,1219,163.3,Similar,82.7,82.5,83,Higher
403,Queens,Jackson Heights,177841,11,6,18,63,1,21,8,30,25,15,50,48.1,51.4,Higher,59,58.1,60.9,Lower,13,Lower,84,Similar,28,26.2,29.3,Higher,45,43.7,47,Higher,27,25.8,28,Lower,22,5,4,5,Lower,60,57,63,Higher,6,33,28.4,38,Lower,135,77,70.8,82,Similar,0.956,49,,37,,30.3,43.9,Higher,94,,91.3,96.9,Similar,6.4,21,Higher,20,16.1,23.7,Similar,8,2,9.4,Higher,9.6,Similar,19.5,,Higher,26,24.6,28.3,Higher,179,425,321.8,550.5,Lower,69.7,,61.3,77,Lower,0.025,72,,63.7,79,Similar,0.67,26,,20,33.2,Similar,0.247,93,,87.8,95.9,Similar,0.089,7,,4,11.8,Lower,0.025,30,,23.3,37.4,Higher,<0.001,14,,9.2,20.9,Similar,0.619,764,582,946.9,Similar,1414,1316.7,1511.5,Lower,99,**,49,,40.1,57,Similar,0.84,25,,18.3,33.2,Similar,0.951,16,,10.7,23.5,Similar,0.243,28,,21.3,36.8,Similar,0.631,22.1,,34.4,13,,8.4,19.9,Similar,0.091,332,299.5,364.5,Lower,3.7,,2.4,5.5,Similar,1109,136.5,Lower,84,83.8,84.3,Higher
404,Queens,Elmhurst and Corona,186425,6,5,36,51,1,21,8,31,25,15,51,49,52.6,Higher,63,61.7,64.8,Lower,13,Lower,85,Similar,27,25.1,28.1,Higher,44,42.3,46.2,Higher,29,27.5,30.8,Lower,21,4,4,5,Lower,59,55,63,Higher,1,34,29.5,39,Lower,103,73,65.8,79.6,Similar,0.281,46,,48,,40.3,56.5,Higher,96,*,93.4,98.9,Higher,6.5,18,Higher,21,16.8,24.5,Similar,12,1,8.1,Higher,8,Lower,13.8,,Similar,24,21.4,26.3,Higher,170,286,203.7,391.6,Lower,69.5,,61.3,76.6,Lower,0.018,61,,52.7,69.1,Lower,0.003,22,,15.5,29.7,Similar,0.9,89,,80,93.7,Similar,0.797,8,,4.7,12.6,Similar,0.07,33,,25.6,41,Higher,<0.001,12,,7.5,17.8,Similar,0.745,854,656.6,1050.7,Similar,1381,1284.2,1477.8,Lower,99,**,49,,40.6,58,Similar,0.99,26,,19,34.3,Similar,0.766,14,,9.2,21.6,Similar,0.52,24,,18.5,29.5,Similar,0.286,21.6,,52.5,21,*,12.5,33.4,Similar,0.554,2032,1914.3,2149.8,Higher,7.3,,4.8,10.6,Higher,1380,381.8,Higher,76,75.6,76.4,Lower
405,Queens,Ridgewood and Maspeth,161860,51,1,9,36,1,22,7,29,26,15,24,22.8,25,Higher,39,37.5,39.9,Lower,17,Lower,86,Similar,15,14,15.7,Lower,48,46.3,49,Higher,38,36.4,38.7,Lower,15,4,4,5,Lower,45,43,47,Lower,33,19,15.8,23.7,Lower,96,84,77.5,89.2,Higher,0.016,78,,9,,4.7,12.4,Lower,96,,93.4,97.9,Higher,6.3,12,Lower,16,12.9,20.2,Lower,10,2,8.1,Higher,8,Lower,10.3,,Lower,21,18.7,22.9,Similar,91,390,284.2,521.3,Lower,80.5,,73.9,85.8,Similar,0.541,76,,69,81.4,Similar,0.504,27,,21.1,34.8,Similar,0.131,87,,78.8,92.2,Similar,0.446,8,,5.1,12.4,Similar,0.074,15,,10.2,22,Similar,0.397,11,,6.9,18.5,Similar,0.702,981,733.2,1229.6,Similar,1731,1627.9,1834,Higher,61,,41,,33.9,47.8,Lower,0.014,28,,21.5,34.9,Similar,0.385,9,,6,14.7,Similar,0.185,24,,19.3,29.6,Similar,0.339,9.5,,28.9,12,,7.9,16.6,Lower,0.003,968,907.4,1028.6,Higher,5.6,,3.8,8,Similar,1554,209.7,Higher,82.8,82.4,83.1,Higher
406,Queens,Rego Park and Forest Hills,114552,50,3,31,15,2,16,5,29,28,22,25,24.2,26.5,Higher,50,48.4,50.7,Lower,12,Lower,89,Higher,7,6.5,8.1,Lower,28,26.1,29,Lower,65,63.6,66.8,Higher,14,4,3,5,Lower,56,54,59,Higher,13,14,9.8,18.3,Lower,41,78,69.2,84.2,Similar,0.898,63,,13,,6.9,19.7,Lower,92,,88.3,96.6,Similar,6.1,3,Lower,13,9.8,17.1,Lower,5,1,2.7,Lower,5.2,Lower,5.1,,Lower,11,9.5,13.3,Lower,47,351,224.8,522,Lower,81.9,,74.2,87.6,Similar,0.346,71,,60.9,79.7,Similar,0.623,19,,11.8,29.7,Similar,0.498,96,*,92.9,98.1,Higher,<0.001,12,*,6,21.2,Similar,0.945,9,,4.9,15.3,Similar,0.135,9,,5.8,13.7,Similar,0.077,748,525.3,969.9,Similar,1950,1840.8,2059.4,Higher,70,,56,,46.9,64.9,Similar,0.145,19,,13.4,25.5,Lower,0.049,11,,6.6,18,Similar,0.646,25,,17.2,33.9,Similar,0.648,8.2,,24.3,6,,3.4,9.9,Lower,<0.001,630,587.1,673.2,Similar,5.1,,3.5,7.2,Similar,1705,181.2,Higher,82.1,81.9,82.4,Higher
